TARIFF,EFF_DATE,CHANGE,SUB_CHAP,DESC1,DESC2,DESC3,FOOTNOTE,UOM,MFN,AUT,NZT,CCCT,LDCT,GPT,UST,MXT,CIAT,CT,CRT,IT,NT,SLT,PT,COLT,JT,PAT,HNT,KRT,CEUT,CPTPT,UKT,row_id,UAT,General Tariff
"2812.19.00","04/01/21 00:00:00",0,,"Other",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",32411,"Free","35%"
"2812.19.00.00","01/01/24 00:00:00",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32412,,
"2812.90.00","04/01/21 00:00:00",0,,"Other",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",32413,"Free","35%"
"2812.90.00.00","01/01/12 00:00:00",0,,"Other",,,,"KGM","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",32414,"Free","35%"
"28.13","01/01/98 00:00:00",0,,"Sulphides of non-metals; commercial phosphorus trisulphide.",,,,,,,,,,,,,,,,,,,,,,,,,,,,32415,,
"2813.10.00","04/01/21 00:00:00",0,,"Carbon disulphide",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",32416,"Free","35%"
"2813.10.00.00","01/01/98 00:00:00",0,,"Carbon disulphide",,,,"KGM","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",32417,"Free","35%"
"2813.90.00","04/01/21 00:00:00",0,,"Other",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",32418,"Free","35%"
"2813.90.00.00","01/01/98 00:00:00",0,,"Other",,,,"KGM","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",32419,"Free","35%"
"28.14","01/01/98 00:00:00",0,"IV. -INORGANIC BASES AND OXIDES, HYDROXIDES AND PEROXIDES OF METALS","Ammonia, anhydrous or in aqueous solution.",,,,,,,,,,,,,,,,,,,,,,,,,,,,32420,,
"2814.10.00","04/01/21 00:00:00",0,,"Anhydrous ammonia",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",32421,"Free","35%"
"2814.10.00.00","01/01/98 00:00:00",0,,"Anhydrous ammonia",,,,"KGM","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",32422,"Free","35%"
"2814.20.00","04/01/21 00:00:00",0,,"Ammonia in aqueous solution",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",32423,"Free","35%"
"2814.20.00.00","01/01/98 00:00:00",0,,"Ammonia in aqueous solution",,,,"KNS","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",32424,"Free","35%"
"28.15","01/01/98 00:00:00",0,,"Sodium hydroxide (caustic soda); potassium hydroxide (caustic potash); peroxides of sodium or potassium.",,,,,,,,,,,,,,,,,,,,,,,,,,,,32425,,
"2815.1","01/01/98 00:00:00",0,,"Sodium hydroxide (caustic soda):",,,,,,,,,,,,,,,,,,,,,,,,,,,,32426,,
"2815.11.00","04/01/21 00:00:00",0,,"Solid",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",32427,"Free","35%"
"2815.11.00.00","01/01/98 00:00:00",0,,"Solid",,,,"KGM","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",32428,"Free","35%"
"2815.12.00","04/01/21 00:00:00",0,,"In aqueous solution (soda lye or liquid soda)",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",32429,"Free","35%"
"2815.12.00.00","01/01/98 00:00:00",0,,"In aqueous solution (soda lye or liquid soda)",,,,"KNS","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",32430,"Free","35%"
"2815.20.00","04/01/21 00:00:00",0,,"Potassium hydroxide (caustic potash)",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",32431,"Free","35%"
"2815.20.00.10","01/01/98 00:00:00",0,,"Solid",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,32432,,
"2815.20.00.20","01/01/98 00:00:00",0,,"In aqueous solution",,,,"KNS",,,,,,,,,,,,,,,,,,,,,,,,32433,,
"2815.30.00","04/01/21 00:00:00",0,,"Peroxides of sodium or potassium",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",32434,"Free","35%"
"2815.30.00.00","01/01/98 00:00:00",0,,"Peroxides of sodium or potassium",,,,"KGM","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",32435,"Free","35%"
"28.16","01/01/98 00:00:00",0,,"Hydroxide and peroxide of magnesium; oxides, hydroxides and peroxides, of strontium or barium.",,,,,,,,,,,,,,,,,,,,,,,,,,,,32436,,
"2816.10.00","04/01/21 00:00:00",0,,"Hydroxide and peroxide of magnesium",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",32437,"Free","35%"
"2816.10.00.00","01/01/12 00:00:00",0,,"Hydroxide and peroxide of magnesium",,,,"KGM","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",32438,"Free","35%"
"2816.40.00","04/01/21 00:00:00",0,,"Oxides, hydroxides and peroxides, of strontium or barium",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",32439,"Free","35%"
"2816.40.00.00","01/01/12 00:00:00",0,,"Oxides, hydroxides and peroxides, of strontium or barium",,,,"KGM","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",32440,"Free","35%"
"2817.00.00","04/01/21 00:00:00",0,,"Zinc oxide; zinc peroxide.",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",32441,"Free","35%"
"2817.00.00.10","06/01/12 00:00:00",0,,"Zinc oxide, having a zinc content not exceeding 75%, expressed as the metal, for use in the manufacture of animal or poultry feeds",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,32442,,
"2817.00.00.90","01/01/17 00:00:00",0,,"Other",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,32443,,
"28.18","01/01/98 00:00:00",0,,"Artificial corundum, whether or not chemically defined; aluminum oxide; aluminum hydroxide.",,,,,,,,,,,,,,,,,,,,,,,,,,,,32444,,
"2818.10.00","04/01/21 00:00:00",0,,"Artificial corundum, whether or not chemically defined",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",32445,"Free","35%"
"2818.10.00.00","01/01/98 00:00:00",0,,"Artificial corundum, whether or not chemically defined",,,,"KGM","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",32446,"Free","35%"
"2818.20.00","04/01/21 00:00:00",0,,"Aluminum oxide, other than artificial corundum",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",32447,"Free","35%"
"2818.20.00.10","01/01/98 00:00:00",0,,"Alumina prepared for processing into aluminum",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,32448,,
"2818.20.00.20","01/01/98 00:00:00",0,,"Activated alumina",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,32449,,
"2818.20.00.90","01/01/98 00:00:00",0,,"Other",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,32450,,
"2818.30.00","04/01/21 00:00:00",0,,"Aluminum hydroxide",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",32451,"Free","35%"
"2818.30.00.00","01/01/98 00:00:00",0,,"Aluminum hydroxide",,,,"KGM","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",32452,"Free","35%"
"28.19","01/01/98 00:00:00",0,,"Chromium oxides and hydroxides.",,,,,,,,,,,,,,,,,,,,,,,,,,,,32453,,
"2819.10.00","04/01/21 00:00:00",0,,"Chromium trioxide",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",32454,"Free","35%"
"2819.10.00.00","01/01/98 00:00:00",0,,"Chromium trioxide",,,,"KGM","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",32455,"Free","35%"
"2819.90.00","04/01/21 00:00:00",0,,"Other",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",32456,"Free","35%"
"2819.90.00.00","01/01/12 00:00:00",0,,"Other",,,,"KGM","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",32457,"Free","35%"
"28.20","01/01/98 00:00:00",0,,"Manganese oxides.",,,,,,,,,,,,,,,,,,,,,,,,,,,,32458,,
"2820.10.00","04/01/21 00:00:00",0,,"Manganese dioxide",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",32459,"Free","35%"
"2820.10.00.00","01/01/98 00:00:00",0,,"Manganese dioxide",,,,"KGM","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",32460,"Free","35%"
"2820.90.00","04/01/21 00:00:00",0,,"Other",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",32461,"Free","35%"
"2820.90.00.00","01/01/12 00:00:00",0,,"Other",,,,"KGM","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",32462,"Free","35%"
"28.21","01/01/98 00:00:00",0,,"Iron oxides and hydroxides; earth colours containing 70% or more by weight of combined iron evaluated as Fe2O3.",,,,,,,,,,,,,,,,,,,,,,,,,,,,32463,,
"2821.10.00","04/01/21 00:00:00",0,,"Iron oxides and hydroxides",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",32464,"Free","35%"
"2821.10.00.00","01/01/12 00:00:00",0,,"Iron oxides and hydroxides",,,,"KGM","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",32465,"Free","35%"
"2821.20.00","04/01/21 00:00:00",0,,"Earth colours",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",32466,"Free","35%"
"2821.20.00.00","01/01/98 00:00:00",0,,"Earth colours",,,,"KGM","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",32467,"Free","35%"
"2822.00.00","04/01/21 00:00:00",0,,"Cobalt oxides and hydroxides; commercial cobalt oxides.",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",32468,"Free","35%"
"2822.00.00.00","01/01/12 00:00:00",0,,"Cobalt oxides and hydroxides; commercial cobalt oxides.",,,,"KGM","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",32469,"Free","35%"
"2844.30.00.00","01/01/12 00:00:00",0,,"Uranium depleted in U235 and its compounds; thorium and its compounds; alloys, dispersions (including cermets), ceramic products and mixtures containing uranium depleted in U235, thorium or compounds of these products",,,,"KGM","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",32704,"Free","35%"
"2844.4","01/01/22 00:00:00",0,,"Radioactive elements and isotopes and compounds other than those of subheading 2844.10, 2844.20 or 2844.30; alloys, dispersions (including cermets), ceramic products and mixtures containing these elements, isotopes or compounds; radioactive residues:",,,,,,,,,,,,,,,,,,,,,,,,,,,,32705,,
"2844.41","01/01/22 00:00:00",0,,"Tritium and its compounds; alloys, dispersions (including cermets), ceramic products and mixtures containing tritium or its compounds",,,,,,,,,,,,,,,,,,,,,,,,,,,,32711,,
"2844.41.00","01/01/22 00:00:00",0,,"Tritium and its compounds; alloys, dispersions (including cermets), ceramic products and mixtures containing tritium or its compounds",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",32712,"Free","35%"
"2844.41.00.00","01/01/25 00:00:00",0,,"Tritium and its compounds; alloys, dispersions (including cermets), ceramic products and mixtures containing tritium or its compounds",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,32713,,
"2844.42","01/01/22 00:00:00",0,,"Actinium-225, actinium-227, californium-253, curium-240, curium-241, curium-242, curium-243, curium-244, einsteinium-253, einsteinium-254, gadolinium-148, polonium-208, polonium-209, polonium-210, radium-223, uranium-230 or uranium-232, and their compounds; alloys, dispersions (including cermets), ceramic products and mixtures containing these elements or compounds",,,,,,,,,,,,,,,,,,,,,,,,,,,,32714,,
"2844.42.00","01/01/22 00:00:00",0,,"Actinium-225, actinium-227, californium-253, curium-240, curium-241, curium-242, curium-243, curium-244, einsteinium-253, einsteinium-254, gadolinium-148, polonium-208, polonium-209, polonium-210, radium-223, uranium-230 or uranium-232, and their compounds; alloys, dispersions (including cermets), ceramic products and mixtures containing these elements or compounds",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",32715,"Free","35%"
"2844.42.00.00","01/01/25 00:00:00",0,,"Actinium-225, actinium-227, californium-253, curium-240, curium-241, curium-242, curium-243, curium-244, einsteinium-253, einsteinium-254, gadolinium-148, polonium-208, polonium-209, polonium-210, radium-223, uranium-230 or uranium-232, and their compounds; alloys, dispersions (including cermets), ceramic products and mixtures containing these elements or compounds",,,,"GBQ",,,,,,,,,,,,,,,,,,,,,,,,32716,,
"2844.43","01/01/22 00:00:00",0,,"Other radioactive elements and isotopes and compounds; other alloys, dispersions (including cermets), ceramic products and mixtures containing these elements, isotopes or compounds",,,,,,,,,,,,,,,,,,,,,,,,,,,,32717,,
"2844.43.00","01/01/22 00:00:00",0,,"Other radioactive elements and isotopes and compounds; other alloys, dispersions (including cermets), ceramic products and mixtures containing these elements, isotopes or compounds",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",32718,"Free","35%"
"2844.44","01/01/22 00:00:00",0,,"Radioactive residues",,,,,,,,,,,,,,,,,,,,,,,,,,,,32720,,
"2844.44.00","01/01/22 00:00:00",0,,"Radioactive residues",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",32721,"Free","35%"
"2844.44.00.00","01/01/25 00:00:00",0,,"Radioactive residues",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,32722,,
"2844.50.00","04/01/21 00:00:00",0,,"Spent (irradiated) fuel elements (cartridges) of nuclear reactors",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",32723,"Free","35%"
"2844.50.00.00","01/01/98 00:00:00",0,,"Spent (irradiated) fuel elements (cartridges) of nuclear reactors",,,,"KGM","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",32724,"Free","35%"
"28.45","01/01/02 00:00:00",0,,"Isotopes other than those of heading 28.44; compounds, inorganic or organic, of such isotopes, whether or not chemically defined.",,,,,,,,,,,,,,,,,,,,,,,,,,,,32725,,
"2845.10.00","04/01/21 00:00:00",0,,"Heavy water (deuterium oxide)",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",32726,"Free","35%"
"2845.10.00.00","01/01/98 00:00:00",0,,"Heavy water (deuterium oxide)",,,,"KGM","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",32727,"Free","35%"
"2845.20","01/01/22 00:00:00",0,,"Boron enriched in boron-10 and its compounds",,,,,,,,,,,,,,,,,,,,,,,,,,,,32728,,
"2845.20.00","01/01/22 00:00:00",0,,"Boron enriched in boron-10 and its compounds",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",32729,"Free","35%"
"2845.20.00.00","01/01/22 00:00:00",0,,"Boron enriched in boron-10 and its compounds",,,,"KGM","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",32730,"Free","35%"
"2845.30","01/01/22 00:00:00",0,,"Lithium enriched in lithium-6 and its compounds",,,,,,,,,,,,,,,,,,,,,,,,,,,,32731,,
"2845.30.00","01/01/22 00:00:00",0,,"Lithium enriched in lithium-6 and its compounds",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",32732,"Free","35%"
"2845.30.00.00","01/01/22 00:00:00",0,,"Lithium enriched in lithium-6 and its compounds",,,,"KGM","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",32733,"Free","35%"
"2845.40","01/01/22 00:00:00",0,,"Helium-3",,,,,,,,,,,,,,,,,,,,,,,,,,,,32734,,
"2845.40.00","01/01/22 00:00:00",0,,"Helium-3",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",32735,"Free","35%"
